s.no,language,error_type,code,stack_trace,fix_brief,fix_solution
11,cpp,UndefinedBehaviorSanitizer: signed-integer-overflow,"int main() {
    int max = 2147483647;
    max = max + 1;
}","main_11.cpp:3:15: runtime error: signed integer overflow: 2147483647 + 1 cannot be represented in type 'int'
SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior main_11.cpp:3:15 in",Use larger size integer types like 'long long' or size assertions to block math overflows.,"int main() {
    long long max = 2147483647;
    max = max + 1;
}"
12,cpp,UndefinedBehaviorSanitizer: null-member-access,"struct Device {
    int id;
};
int main() {
    Device* dev = nullptr;
    return dev->id;
}","session_12.cpp:6:16: runtime error: member access within null pointer of type 'Device'
SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior session_12.cpp:6:16 in",Confirm pointer state variables are not nullptr before assessing elements.,"struct Device {
    int id;
};
int main() {
    Device* dev = nullptr;
    if (dev) {
        return dev->id;
    }
    return -1;
}"
13,cpp,std::bad_cast Exception,"#include <typeinfo>
struct Base { virtual ~Base() {} };
struct Derived : Base {};
int main() {
    Base b;
    Derived& d = dynamic_cast<Derived&>(b);
}","terminate called after throwing an instance of 'std::bad_cast'
  what():  std::bad_cast
Aborted (core dumped)
(gdb) bt
#0  __GI_raise (sig=6)
#1  __GI_abort ()
#2  __cxxabiv1::__dynamic_cast
#3  main () at metrics_13.cpp:6",Verify that source object types represent equivalent derived components before attempting reference casts.,"#include <typeinfo>
struct Base { virtual ~Base() {} };
struct Derived : Base {};
int main() {
    Derived real_d;
    Base& b_ref = real_d;
    Derived& d = dynamic_cast<Derived&>(b_ref); // Safe cast
}"
14,cpp,std::bad_alloc Exception,"#include <new>
int main() {
    double* data = new double[1000000000000ULL];
}","terminate called after throwing an instance of 'std::bad_alloc'
  what():  std::bad_alloc
Aborted (core dumped)
(gdb) bt
#0  __GI_raise
#1  __GI_abort
#2  operator new[](unsigned long) at /usr/include/c++/11/new:125
#3  main () at metrics_14.cpp:3",Intercept allocation exceptions with try-catch blocks or use std::nothrow to safely receive null layouts.,"#include <new>
#include <iostream>
int main() {
    double* data = new(std::nothrow) double[1000000000000ULL];
    if (!data) {
        std::cerr << ""Allocation failed!"" << std::endl;
    }
}"
15,cpp,g++ Compiler Warning: Safe Comparison Mismatch (Signed/Unsigned),"#include <vector>
int main() {
    std::vector<int> vals = {1, 2};
    for (int i = 0; i < vals.size(); ++i) {}
}","utils_15.hpp: In function ‘int main()’:
utils_15.hpp:4:21: warning: comparison of integer expressions of different signedness: ‘int’ and ‘std::vector<int>::size_type’ {aka ‘long unsigned int’} [-Wsign-compare]
    4 |     for (int i = 0; i < vals.size(); ++i) {}
      |                     ~~^~~~~~~~~~~~~",Iterate using matching 'size_t' indices or loop references to prevent unsigned integer overflows.,"#include <vector>
int main() {
    std::vector<int> vals = {1, 2};
    for (size_t i = 0; i < vals.size(); ++i) {}
}"
16,cpp,std::out_of_range Exception,"#include <vector>
#include <iostream>
int main() {
    std::vector<int> matrix_grid_16 = {10, 20, 30};
    std::cout << matrix_grid_16.at(9) << std::endl;
}","terminate called after throwing an instance of 'std::out_of_range'
  what():  vector::_M_range_check: __n (which is 9) >= this->size() (which is 3)
Aborted (core dumped)
(gdb) bt
#0  __GI_raise (sig=sig@entry=6)
#1  __GI_abort ()
#2  __gnu_cxx::__verbose_terminate_handler()
#3  std::vector<int, std::allocator<int> >::at(unsigned long) at /usr/include/c++/11/bits/stl_vector.h:1045
#4  main () at metrics_16.cpp:5",Ensure requested indexes sit cleanly inside the boundary parameters of 'matrix_grid_16'.,"#include <vector>
#include <iostream>
int main() {
    std::vector<int> matrix_grid_16 = {10, 20, 30};
    if (matrix_grid_16.size() > 9) {
        std::cout << matrix_grid_16.at(9) << std::endl;
    }
}"
17,cpp,g++ Compiler Error: Template Mismatch,"#include <map>
#include <string>
int main() {
    std::map<std::string, int> ages;
    ages.insert(10, ""John"");
}","parser_17.hpp: In function ‘int main()’:
parser_17.hpp:5:17: error: no matching member function for call to 'insert'
    5 |     ages.insert(10, ""John"");
      |     ~~~~~~~~~~~~^~~~~~~~~~~
In file included from /usr/include/c++/11/map:61:
/usr/include/c++/11/bits/stl_map.h:810:7: note: candidate function not viable: requires a single pair object",Instantiate a valid std::pair or use braces/insert_or_assign to add map components.,"#include <map>
#include <string>
int main() {
    std::map<std::string, int> ages;
    ages.insert({""John"", 10});
}"
18,cpp,g++ Compiler Error: Const Correctness Violation,"class Account {
    int balance = 100;
public:
    int get_balance() const {
        balance += 10;
        return balance;
    }
};","parser_18.hpp: In member function ‘int Account::get_balance() const’:
parser_18.hpp:5:17: error: assignment of member ‘Account::balance’ in read-only object
    5 |         balance += 10;
      |         ~~~~~~~~^~~~~",Remove the const qualifier from the method definition or declare mutable state attributes as 'mutable'.,"class Account {
    int balance = 100;
public:
    int get_balance() {
        balance += 10;
        return balance;
    }
};"
19,cpp,g++ Compiler Error: Missing Namespace Qualifier,"#include <iostream>
int main() {
    cout << ""Standard Output Exception"" << endl;
}","metrics_19.cpp: In function ‘int main()’:
metrics_19.cpp:3:5: error: ‘cout’ was not declared in this scope; did you mean ‘std::cout’?
    3 |     cout << ""Standard Output Exception"" << endl;
      |     ^~~~
      |     std::cout",Prefix stream descriptors with standard library qualifiers 'std::' or implement 'using namespace std;'.,"#include <iostream>
int main() {
    std::cout << ""Standard Output Exception"" << std::endl;
}"
20,cpp,g++ Compiler Error: Use of Deleted Function (unique_ptr copy),"#include <memory>
struct Task {};
int main() {
    std::unique_ptr<Task> t1 = std::make_unique<Task>();
    std::unique_ptr<Task> t2 = t1;
}","main_20.cpp: In function ‘int main()’:
main_20.cpp:5:32: error: use of deleted function ‘std::unique_ptr<_Tp, _Dp>::unique_ptr(const std::unique_ptr<_Tp, _Dp>&) [with _Tp = Task; _Dp = std::default_delete<Task>]’
    5 |     std::unique_ptr<Task> t2 = t1;
      |                                ^~
In file included from /usr/include/c++/11/memory:76:
/usr/include/c++/11/bits/unique_ptr.h:468:7: note: declared here as deleted",Use std::move to transfer unique ownership or swap to std::shared_ptr for duplicate pointers.,"#include <memory>
struct Task {};
int main() {
    std::unique_ptr<Task> t1 = std::make_unique<Task>();
    std::unique_ptr<Task> t2 = std::move(t1);
}"
21,cpp,g++ Compiler Error: No Matching Constructor,"class Item {
public:
    Item(int id) {}
};
int main() {
    Item my_item;
}","utils_21.hpp: In function ‘int main()’:
utils_21.hpp:6:10: error: no matching function for call to ‘Item::Item()’
    6 |     Item my_item;
      |          ^~~~~~~
utils_21.hpp:3:5: note: candidate: ‘Item::Item(int)’
    3 |     Item(int id) {}
      |     ^~~~
utils_21.hpp:3:5: note:   candidate expects 1 argument, 0 provided",Provide a default parameter-less constructor or declare arguments within structural instantiations.,"class Item {
public:
    Item() = default;
    Item(int id) {}
};
int main() {
    Item my_item;
}"
22,cpp,g++ Compiler Error: Private Member Access,"class SessionManager_22 {
    int session_ptr_22 = 99;
};
int main() {
    SessionManager_22 instance;
    int v = instance.session_ptr_22;
}","connector_22.cpp: In function ‘int main()’:
connector_22.cpp:41:15: error: ‘int SessionManager_22::session_ptr_22’ is private within this context
    41 |     int v = instance.session_ptr_22;
      |               ^~~
connector_22.cpp:2:9: note: declared private here
    2 |     int session_ptr_22 = 99;
      |         ^~~",Provide public getter methods or set public modifiers to expose member 'session_ptr_22' securely.,"class SessionManager_22 {
public:
    int session_ptr_22 = 99;
};
int main() {
    SessionManager_22 instance;
    int v = instance.session_ptr_22;
}"
23,cpp,Clang++ Compiler Error: Missing Semicolon in Class,"class NetworkPacket_23 {
    void compute_hash_23();
}
int main() {}","parser_23.hpp:8:2: error: expected ';' after class definition
}
 ^
 ;",Include a terminating semicolon following the closing brace of class declaration 'NetworkPacket_23'.,"class NetworkPacket_23 {
    void compute_hash_23();
};
int main() {}"
24,cpp,Clang++ Compiler Error: Invalid Downcast (dynamic_cast),"class Base {};
class Derived : public Base {};
int main() {
    Base* b = new Base();
    Derived* d = dynamic_cast<Derived*>(b);
}","connector_24.cpp:5:18: error: 'Base' is not polymorphic
    Derived* d = dynamic_cast<Derived*>(b);
                 ^
connector_24.cpp:1:7: note: to be polymorphic, a class must declare at least one virtual function",Add at least one virtual function (usually a virtual destructor) to base classes to support dynamic rtti checks.,"class Base {
public:
    virtual ~Base() = default;
};
class Derived : public Base {};
int main() {
    Base* b = new Derived();
    Derived* d = dynamic_cast<Derived*>(b);
}"
25,cpp,Linker Error: Undefined Reference to Method,"class Logger {
public:
    void log(const char* msg);
};
int main() {
    Logger().log(""Init"");
}","/usr/bin/ld: /tmp/ccAsM920.o: in function `main`:
parser_25.hpp:6: undefined reference to `Logger::log(char const*)`
collect2: error: ld returned 1 exit status",Implement the declared class method in compilation files or link definitions correctly.,"class Logger {
public:
    void log(const char* msg) {}
};
int main() {
    Logger().log(""Init"");
}"
26,cpp,UndefinedBehaviorSanitizer: signed-integer-overflow,"int main() {
    int max = 2147483647;
    max = max + 1;
}","main_26.cpp:3:15: runtime error: signed integer overflow: 2147483647 + 1 cannot be represented in type 'int'
SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior main_26.cpp:3:15 in",Use larger size integer types like 'long long' or size assertions to block math overflows.,"int main() {
    long long max = 2147483647;
    max = max + 1;
}"
27,cpp,UndefinedBehaviorSanitizer: null-member-access,"struct Device {
    int id;
};
int main() {
    Device* dev = nullptr;
    return dev->id;
}","session_27.cpp:6:16: runtime error: member access within null pointer of type 'Device'
SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior session_27.cpp:6:16 in",Confirm pointer state variables are not nullptr before assessing elements.,"struct Device {
    int id;
};
int main() {
    Device* dev = nullptr;
    if (dev) {
        return dev->id;
    }
    return -1;
}"
28,cpp,std::bad_cast Exception,"#include <typeinfo>
struct Base { virtual ~Base() {} };
struct Derived : Base {};
int main() {
    Base b;
    Derived& d = dynamic_cast<Derived&>(b);
}","terminate called after throwing an instance of 'std::bad_cast'
  what():  std::bad_cast
Aborted (core dumped)
(gdb) bt
#0  __GI_raise (sig=6)
#1  __GI_abort ()
#2  __cxxabiv1::__dynamic_cast
#3  main () at session_28.cpp:6",Verify that source object types represent equivalent derived components before attempting reference casts.,"#include <typeinfo>
struct Base { virtual ~Base() {} };
struct Derived : Base {};
int main() {
    Derived real_d;
    Base& b_ref = real_d;
    Derived& d = dynamic_cast<Derived&>(b_ref); // Safe cast
}"
29,cpp,std::bad_alloc Exception,"#include <new>
int main() {
    double* data = new double[1000000000000ULL];
}","terminate called after throwing an instance of 'std::bad_alloc'
  what():  std::bad_alloc
Aborted (core dumped)
(gdb) bt
#0  __GI_raise
#1  __GI_abort
#2  operator new[](unsigned long) at /usr/include/c++/11/new:125
#3  main () at session_29.cpp:3",Intercept allocation exceptions with try-catch blocks or use std::nothrow to safely receive null layouts.,"#include <new>
#include <iostream>
int main() {
    double* data = new(std::nothrow) double[1000000000000ULL];
    if (!data) {
        std::cerr << ""Allocation failed!"" << std::endl;
    }
}"
30,cpp,g++ Compiler Warning: Safe Comparison Mismatch (Signed/Unsigned),"#include <vector>
int main() {
    std::vector<int> vals = {1, 2};
    for (int i = 0; i < vals.size(); ++i) {}
}","utils_30.hpp: In function ‘int main()’:
utils_30.hpp:4:21: warning: comparison of integer expressions of different signedness: ‘int’ and ‘std::vector<int>::size_type’ {aka ‘long unsigned int’} [-Wsign-compare]
    4 |     for (int i = 0; i < vals.size(); ++i) {}
      |                     ~~^~~~~~~~~~~~~",Iterate using matching 'size_t' indices or loop references to prevent unsigned integer overflows.,"#include <vector>
int main() {
    std::vector<int> vals = {1, 2};
    for (size_t i = 0; i < vals.size(); ++i) {}
}"
31,cpp,std::out_of_range Exception,"#include <vector>
#include <iostream>
int main() {
    std::vector<int> node_list_31 = {10, 20, 30};
    std::cout << node_list_31.at(9) << std::endl;
}","terminate called after throwing an instance of 'std::out_of_range'
  what():  vector::_M_range_check: __n (which is 9) >= this->size() (which is 3)
Aborted (core dumped)
(gdb) bt
#0  __GI_raise (sig=sig@entry=6)
#1  __GI_abort ()
#2  __gnu_cxx::__verbose_terminate_handler()
#3  std::vector<int, std::allocator<int> >::at(unsigned long) at /usr/include/c++/11/bits/stl_vector.h:1045
#4  main () at connector_31.cpp:5",Ensure requested indexes sit cleanly inside the boundary parameters of 'node_list_31'.,"#include <vector>
#include <iostream>
int main() {
    std::vector<int> node_list_31 = {10, 20, 30};
    if (node_list_31.size() > 9) {
        std::cout << node_list_31.at(9) << std::endl;
    }
}"
32,cpp,g++ Compiler Error: Template Mismatch,"#include <map>
#include <string>
int main() {
    std::map<std::string, int> ages;
    ages.insert(10, ""John"");
}","parser_32.hpp: In function ‘int main()’:
parser_32.hpp:5:17: error: no matching member function for call to 'insert'
    5 |     ages.insert(10, ""John"");
      |     ~~~~~~~~~~~~^~~~~~~~~~~
In file included from /usr/include/c++/11/map:61:
/usr/include/c++/11/bits/stl_map.h:810:7: note: candidate function not viable: requires a single pair object",Instantiate a valid std::pair or use braces/insert_or_assign to add map components.,"#include <map>
#include <string>
int main() {
    std::map<std::string, int> ages;
    ages.insert({""John"", 10});
}"
33,cpp,g++ Compiler Error: Const Correctness Violation,"class Account {
    int balance = 100;
public:
    int get_balance() const {
        balance += 10;
        return balance;
    }
};","parser_33.hpp: In member function ‘int Account::get_balance() const’:
parser_33.hpp:5:17: error: assignment of member ‘Account::balance’ in read-only object
    5 |         balance += 10;
      |         ~~~~~~~~^~~~~",Remove the const qualifier from the method definition or declare mutable state attributes as 'mutable'.,"class Account {
    int balance = 100;
public:
    int get_balance() {
        balance += 10;
        return balance;
    }
};"
34,cpp,g++ Compiler Error: Missing Namespace Qualifier,"#include <iostream>
int main() {
    cout << ""Standard Output Exception"" << endl;
}","parser_34.hpp: In function ‘int main()’:
parser_34.hpp:3:5: error: ‘cout’ was not declared in this scope; did you mean ‘std::cout’?
    3 |     cout << ""Standard Output Exception"" << endl;
      |     ^~~~
      |     std::cout",Prefix stream descriptors with standard library qualifiers 'std::' or implement 'using namespace std;'.,"#include <iostream>
int main() {
    std::cout << ""Standard Output Exception"" << std::endl;
}"
35,cpp,g++ Compiler Error: Use of Deleted Function (unique_ptr copy),"#include <memory>
struct Task {};
int main() {
    std::unique_ptr<Task> t1 = std::make_unique<Task>();
    std::unique_ptr<Task> t2 = t1;
}","session_35.cpp: In function ‘int main()’:
session_35.cpp:5:32: error: use of deleted function ‘std::unique_ptr<_Tp, _Dp>::unique_ptr(const std::unique_ptr<_Tp, _Dp>&) [with _Tp = Task; _Dp = std::default_delete<Task>]’
    5 |     std::unique_ptr<Task> t2 = t1;
      |                                ^~
In file included from /usr/include/c++/11/memory:76:
/usr/include/c++/11/bits/unique_ptr.h:468:7: note: declared here as deleted",Use std::move to transfer unique ownership or swap to std::shared_ptr for duplicate pointers.,"#include <memory>
struct Task {};
int main() {
    std::unique_ptr<Task> t1 = std::make_unique<Task>();
    std::unique_ptr<Task> t2 = std::move(t1);
}"
36,cpp,g++ Compiler Error: No Matching Constructor,"class Item {
public:
    Item(int id) {}
};
int main() {
    Item my_item;
}","session_36.cpp: In function ‘int main()’:
session_36.cpp:6:10: error: no matching function for call to ‘Item::Item()’
    6 |     Item my_item;
      |          ^~~~~~~
session_36.cpp:3:5: note: candidate: ‘Item::Item(int)’
    3 |     Item(int id) {}
      |     ^~~~
session_36.cpp:3:5: note:   candidate expects 1 argument, 0 provided",Provide a default parameter-less constructor or declare arguments within structural instantiations.,"class Item {
public:
    Item() = default;
    Item(int id) {}
};
int main() {
    Item my_item;
}"
37,cpp,g++ Compiler Error: Private Member Access,"class SessionManager_37 {
    int matrix_grid_37 = 99;
};
int main() {
    SessionManager_37 instance;
    int v = instance.matrix_grid_37;
}","utils_37.hpp: In function ‘int main()’:
utils_37.hpp:62:15: error: ‘int SessionManager_37::matrix_grid_37’ is private within this context
    62 |     int v = instance.matrix_grid_37;
      |               ^~~
utils_37.hpp:2:9: note: declared private here
    2 |     int matrix_grid_37 = 99;
      |         ^~~",Provide public getter methods or set public modifiers to expose member 'matrix_grid_37' securely.,"class SessionManager_37 {
public:
    int matrix_grid_37 = 99;
};
int main() {
    SessionManager_37 instance;
    int v = instance.matrix_grid_37;
}"
38,cpp,Clang++ Compiler Error: Missing Semicolon in Class,"class ConfigurationLoader_38 {
    void process_records_38();
}
int main() {}","metrics_38.cpp:75:2: error: expected ';' after class definition
}
 ^
 ;",Include a terminating semicolon following the closing brace of class declaration 'ConfigurationLoader_38'.,"class ConfigurationLoader_38 {
    void process_records_38();
};
int main() {}"
39,cpp,Clang++ Compiler Error: Invalid Downcast (dynamic_cast),"class Base {};
class Derived : public Base {};
int main() {
    Base* b = new Base();
    Derived* d = dynamic_cast<Derived*>(b);
}","main_39.cpp:5:18: error: 'Base' is not polymorphic
    Derived* d = dynamic_cast<Derived*>(b);
                 ^
main_39.cpp:1:7: note: to be polymorphic, a class must declare at least one virtual function",Add at least one virtual function (usually a virtual destructor) to base classes to support dynamic rtti checks.,"class Base {
public:
    virtual ~Base() = default;
};
class Derived : public Base {};
int main() {
    Base* b = new Derived();
    Derived* d = dynamic_cast<Derived*>(b);
}"
40,cpp,Linker Error: Undefined Reference to Method,"class Logger {
public:
    void log(const char* msg);
};
int main() {
    Logger().log(""Init"");
}","/usr/bin/ld: /tmp/ccAsM920.o: in function `main`:
main_40.cpp:6: undefined reference to `Logger::log(char const*)`
collect2: error: ld returned 1 exit status",Implement the declared class method in compilation files or link definitions correctly.,"class Logger {
public:
    void log(const char* msg) {}
};
int main() {
    Logger().log(""Init"");
}"
41,cpp,UndefinedBehaviorSanitizer: signed-integer-overflow,"int main() {
    int max = 2147483647;
    max = max + 1;
}","session_41.cpp:3:15: runtime error: signed integer overflow: 2147483647 + 1 cannot be represented in type 'int'
SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior session_41.cpp:3:15 in",Use larger size integer types like 'long long' or size assertions to block math overflows.,"int main() {
    long long max = 2147483647;
    max = max + 1;
}"
42,cpp,UndefinedBehaviorSanitizer: null-member-access,"struct Device {
    int id;
};
int main() {
    Device* dev = nullptr;
    return dev->id;
}","utils_42.hpp:6:16: runtime error: member access within null pointer of type 'Device'
SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior utils_42.hpp:6:16 in",Confirm pointer state variables are not nullptr before assessing elements.,"struct Device {
    int id;
};
int main() {
    Device* dev = nullptr;
    if (dev) {
        return dev->id;
    }
    return -1;
}"
43,cpp,std::bad_cast Exception,"#include <typeinfo>
struct Base { virtual ~Base() {} };
struct Derived : Base {};
int main() {
    Base b;
    Derived& d = dynamic_cast<Derived&>(b);
}","terminate called after throwing an instance of 'std::bad_cast'
  what():  std::bad_cast
Aborted (core dumped)
(gdb) bt
#0  __GI_raise (sig=6)
#1  __GI_abort ()
#2  __cxxabiv1::__dynamic_cast
#3  main () at parser_43.hpp:6",Verify that source object types represent equivalent derived components before attempting reference casts.,"#include <typeinfo>
struct Base { virtual ~Base() {} };
struct Derived : Base {};
int main() {
    Derived real_d;
    Base& b_ref = real_d;
    Derived& d = dynamic_cast<Derived&>(b_ref); // Safe cast
}"
44,cpp,std::bad_alloc Exception,"#include <new>
int main() {
    double* data = new double[1000000000000ULL];
}","terminate called after throwing an instance of 'std::bad_alloc'
  what():  std::bad_alloc
Aborted (core dumped)
(gdb) bt
#0  __GI_raise
#1  __GI_abort
#2  operator new[](unsigned long) at /usr/include/c++/11/new:125
#3  main () at metrics_44.cpp:3",Intercept allocation exceptions with try-catch blocks or use std::nothrow to safely receive null layouts.,"#include <new>
#include <iostream>
int main() {
    double* data = new(std::nothrow) double[1000000000000ULL];
    if (!data) {
        std::cerr << ""Allocation failed!"" << std::endl;
    }
}"
45,cpp,g++ Compiler Warning: Safe Comparison Mismatch (Signed/Unsigned),"#include <vector>
int main() {
    std::vector<int> vals = {1, 2};
    for (int i = 0; i < vals.size(); ++i) {}
}","connector_45.cpp: In function ‘int main()’:
connector_45.cpp:4:21: warning: comparison of integer expressions of different signedness: ‘int’ and ‘std::vector<int>::size_type’ {aka ‘long unsigned int’} [-Wsign-compare]
    4 |     for (int i = 0; i < vals.size(); ++i) {}
      |                     ~~^~~~~~~~~~~~~",Iterate using matching 'size_t' indices or loop references to prevent unsigned integer overflows.,"#include <vector>
int main() {
    std::vector<int> vals = {1, 2};
    for (size_t i = 0; i < vals.size(); ++i) {}
}"
46,cpp,std::out_of_range Exception,"#include <vector>
#include <iostream>
int main() {
    std::vector<int> node_list_46 = {10, 20, 30};
    std::cout << node_list_46.at(9) << std::endl;
}","terminate called after throwing an instance of 'std::out_of_range'
  what():  vector::_M_range_check: __n (which is 9) >= this->size() (which is 3)
Aborted (core dumped)
(gdb) bt
#0  __GI_raise (sig=sig@entry=6)
#1  __GI_abort ()
#2  __gnu_cxx::__verbose_terminate_handler()
#3  std::vector<int, std::allocator<int> >::at(unsigned long) at /usr/include/c++/11/bits/stl_vector.h:1045
#4  main () at utils_46.hpp:5",Ensure requested indexes sit cleanly inside the boundary parameters of 'node_list_46'.,"#include <vector>
#include <iostream>
int main() {
    std::vector<int> node_list_46 = {10, 20, 30};
    if (node_list_46.size() > 9) {
        std::cout << node_list_46.at(9) << std::endl;
    }
}"
47,cpp,g++ Compiler Error: Template Mismatch,"#include <map>
#include <string>
int main() {
    std::map<std::string, int> ages;
    ages.insert(10, ""John"");
}","session_47.cpp: In function ‘int main()’:
session_47.cpp:5:17: error: no matching member function for call to 'insert'
    5 |     ages.insert(10, ""John"");
      |     ~~~~~~~~~~~~^~~~~~~~~~~
In file included from /usr/include/c++/11/map:61:
/usr/include/c++/11/bits/stl_map.h:810:7: note: candidate function not viable: requires a single pair object",Instantiate a valid std::pair or use braces/insert_or_assign to add map components.,"#include <map>
#include <string>
int main() {
    std::map<std::string, int> ages;
    ages.insert({""John"", 10});
}"
